STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
CO,"WRENCH,PLIER       ",5120002774244,5, 7.50 , $37.50 ,16/02/2012
AL,"WRENCH,PLIER       ",5120004941911,3, 9.27 , $27.81 ,03/04/2012
CA,"WRENCH,PLIER       ",5120013684174,1, 10.01 , $10.01 ,01/06/2012
GA,"WRENCH,PLIER       ",5120004941911,1, 9.27 , $9.27 ,13/04/2012
GU,"WRENCH,PIPE        ",5120013277086,12, 415.45 ," $4,985.40 ",20/01/2012
GA,"WRENCH,PIPE        ",5120002771478,20, 28.82 , $576.40 ,14/01/2012
AL,"WRENCH,PIPE        ",5120002628491,10, 38.41 , $384.10 ,19/06/2012
GA,"WRENCH,PIPE        ",5120002771461,13, 28.73 , $373.49 ,09/07/2012
GA,"WRENCH,PIPE        ",5120013351041,1, 343.86 , $343.86 ,18/01/2012
AL,"WRENCH,PIPE        ",5120002771462,5,42.61, $213.05 ,19/10/2011
IN,"WRENCH,PIPE        ",5120002771462,5,42.61, $213.05 ,17/10/2011
AL,"WRENCH,PIPE        ",5120002628491,5, 38.41 , $192.05 ,13/06/2012
AL,"WRENCH,PIPE        ",5120002704309,2, 85.96 , $171.92 ,12/01/2012
GU,"WRENCH,PIPE        ",5120002771462,4,42.61, $170.44 ,04/10/2011
TX,"WRENCH,PIPE        ",5120002704310,1, 167.04 , $167.04 ,10/07/2012
KY,"WRENCH,PIPE        ",5120002628491,4, 38.41 , $153.64 ,13/06/2012
GA,"WRENCH,PIPE        ",5120002771479,2, 76.07 , $152.14 ,04/01/2012
FL,"WRENCH,PIPE        ",5120002771461,5, 28.73 , $143.65 ,03/07/2012
GA,"WRENCH,PIPE        ",5120002771480,2, 70.97 , $141.94 ,14/01/2012
AL,"WRENCH,PIPE        ",5120002423249,2, 46.78 , $93.56 ,21/05/2012
AL,"WRENCH,PIPE        ",5120002704309,1, 85.96 , $85.96 ,30/03/2012
AL,"WRENCH,PIPE        ",5120002704309,1, 85.96 , $85.96 ,18/05/2012
TX,"WRENCH,PIPE        ",5120002704309,1, 85.96 , $85.96 ,10/07/2012
CO,"WRENCH,PIPE        ",5120002771485,6, 13.67 , $82.02 ,24/01/2012
GA,"WRENCH,PIPE        ",5120002771479,1, 76.07 , $76.07 ,14/01/2012
GU,"WRENCH,PIPE        ",5120002771486,2, 31.16 , $62.32 ,28/06/2012
GU,"WRENCH,PIPE        ",5120002771486,2, 31.16 , $62.32 ,28/06/2012
GA,"WRENCH,PIPE        ",5120002771478,2, 28.82 , $57.64 ,18/01/2012
GU,"WRENCH,PIPE        ",5120002771461,2, 28.73 , $57.46 ,28/06/2012
NC,"WRENCH,PIPE        ",5120002771461,2, 28.73 , $57.46 ,28/06/2012
AL,"WRENCH,PIPE        ",5120002423249,1, 46.78 , $46.78 ,21/05/2012
TN,"WRENCH,PIPE        ",5120002423249,1, 46.78 , $46.78 ,21/06/2012
TN,"WRENCH,PIPE        ",5120002423249,1, 46.78 , $46.78 ,21/06/2012
TN,"WRENCH,PIPE        ",5120002423249,1, 46.78 , $46.78 ,21/06/2012
TN,"WRENCH,PIPE        ",5120002423249,1, 46.78 , $46.78 ,21/06/2012
WI,"WRENCH,PIPE        ",5120002628491,1, 38.41 , $38.41 ,06/06/2012
GU,"WRENCH,PIPE        ",5120002771483,2, 17.04 , $34.08 ,28/06/2012
CA,"WRENCH,PIPE        ",5120002771486,1, 31.16 , $31.16 ,01/08/2012
GU,"WRENCH,PIPE        ",5120011409244,1, 26.61 , $26.61 ,28/06/2012
CO,"WRENCH,OPEN END BOX",5120011229392,10, 27.08 , $270.80 ,26/01/2012
CO,"WRENCH,OPEN END BOX",5120011229392,6, 27.08 , $162.48 ,24/01/2012
CO,"WRENCH,OPEN END BOX",5120011229392,3, 27.08 , $81.24 ,16/02/2012
CO,"WRENCH,OPEN END BOX",5120008924947,6, 3.80 , $22.80 ,24/01/2012
CO,"WRENCH,OPEN END BOX",5120008924947,6, 3.80 , $22.80 ,24/01/2012
DE,"WRENCH,OPEN END BOX",5120014314956,1, 15.38 , $15.38 ,06/06/2012
CO,"WRENCH,OPEN END BOX",5120008924947,3, 3.80 , $11.40 ,16/02/2012
CO,"WRENCH,OPEN END BOX",5120008924947,3, 3.80 , $11.40 ,16/02/2012
TX,"WRENCH,OPEN END    ",5120011024473,259, 5.49 ," $1,421.91 ",10/08/2012
IN,"WRENCH,OPEN END    ",5120014659890,2, 489.91 , $979.82 ,18/01/2012
AZ,"WRENCH,OPEN END    ",5120002771243,10,66.58, $665.80 ,11/10/2011
CA,"WRENCH,OPEN END    ",5120002771243,10,66.58, $665.80 ,11/10/2011
IL,"WRENCH,OPEN END    ",5120005637342,2, 321.32 , $642.64 ,20/06/2012
IL,"WRENCH,OPEN END    ",5120005637342,2, 321.32 , $642.64 ,20/06/2012
MI,"WRENCH,OPEN END    ",5120005637342,2, 321.32 , $642.64 ,20/06/2012
AZ,"WRENCH,OPEN END    ",5120001684986,3, 184.45 , $553.35 ,28/05/2012
MI,"WRENCH,OPEN END    ",5120002034801,20, 20.07 , $401.40 ,06/06/2012
MI,"WRENCH,OPEN END    ",5120005637342,1, 321.32 , $321.32 ,20/06/2012
GA,"WRENCH,OPEN END    ",5120002932134,40, 7.86 , $314.40 ,14/01/2012
TN,"WRENCH,OPEN END    ",5120002034801,13, 20.07 , $260.91 ,06/06/2012
AL,"WRENCH,OPEN END    ",5120002034801,10, 20.07 , $200.70 ,13/06/2012
AL,"WRENCH,OPEN END    ",5120002034801,10, 20.07 , $200.70 ,13/06/2012
AL,"WRENCH,OPEN END    ",5120002034801,10, 20.07 , $200.70 ,19/06/2012
AL,"WRENCH,OPEN END    ",5120002771243,3,66.58, $199.74 ,13/10/2011
GA,"WRENCH,OPEN END    ",5120013352169,40, 4.94 , $197.60 ,14/01/2012
MI,"WRENCH,OPEN END    ",5120001684986,1, 184.45 , $184.45 ,03/05/2012
AL,"WRENCH,OPEN END    ",5120014666246,1, 171.55 , $171.55 ,21/06/2012
GA,"WRENCH,OPEN END    ",5120002772342,40, 4.13 , $165.20 ,14/01/2012
GA,"WRENCH,OPEN END    ",5120013351189,9, 18.10 , $162.90 ,14/01/2012
AL,"WRENCH,OPEN END    ",5120001877131,10, 14.38 , $143.80 ,30/05/2012
AL,"WRENCH,OPEN END    ",5120001877131,10, 14.38 , $143.80 ,01/06/2012
GA,"WRENCH,OPEN END    ",5120001877131,10, 14.38 , $143.80 ,23/05/2012
AL,"WRENCH,OPEN END    ",5120002034801,7, 20.07 , $140.49 ,06/06/2012
IN,"WRENCH,OPEN END    ",5120002771243,2,66.58, $133.16 ,13/10/2011
AL,"WRENCH,OPEN END    ",5120001848569,2, 64.71 , $129.42 ,12/01/2012
GA,"WRENCH,OPEN END    ",5120013351189,7, 18.10 , $126.70 ,05/04/2012
GA,"WRENCH,OPEN END    ",5120014288247,2, 53.56 , $107.12 ,05/04/2012
CA,"WRENCH,OPEN END    ",5120004498141,1, 104.40 , $104.40 ,01/08/2012
IL,"WRENCH,OPEN END    ",5120002034801,5, 20.07 , $100.35 ,13/06/2012
CO,"WRENCH,OPEN END    ",5120002774833,12, 7.81 , $93.72 ,24/01/2012
KY,"WRENCH,OPEN END    ",5120002034801,4, 20.07 , $80.28 ,13/06/2012
AL,"WRENCH,OPEN END    ",5120002771242,1, 78.35 , $78.35 ,21/06/2012
CO,"WRENCH,OPEN END    ",5120002774833,10, 7.81 , $78.10 ,26/01/2012
AL,"WRENCH,OPEN END    ",5120002932134,10, 7.77 , $77.70 ,01/06/2012
KY,"WRENCH,OPEN END    ",5120002771245,2, 35.96 , $71.92 ,16/02/2012
IL,"WRENCH,OPEN END    ",5120002771248,2, 33.54 , $67.08 ,20/06/2012
IL,"WRENCH,OPEN END    ",5120002771248,2, 33.54 , $67.08 ,20/06/2012
MI,"WRENCH,OPEN END    ",5120002932134,8, 7.77 , $62.16 ,06/06/2012
CA,"WRENCH,OPEN END    ",5120002034801,3, 20.07 , $60.21 ,13/06/2012
AL,"WRENCH,OPEN END    ",5120001877131,4, 14.38 , $57.52 ,05/06/2012
IL,"WRENCH,OPEN END    ",5120001877131,4, 14.38 , $57.52 ,23/05/2012
TN,"WRENCH,OPEN END    ",5120002771244,1, 50.53 , $50.53 ,21/06/2012
AL,"WRENCH,OPEN END    ",5120002772321,1, 47.85 , $47.85 ,21/05/2012
AL,"WRENCH,OPEN END    ",5120002772326,1,46.62, $46.62 ,19/11/2011
AL,"WRENCH,OPEN END    ",5120002772326,1,46.62, $46.62 ,19/11/2011
MI,"WRENCH,OPEN END    ",5120002932134,6, 7.77 , $46.62 ,30/05/2012
MI,"WRENCH,OPEN END    ",5120002932134,6, 7.77 , $46.62 ,30/05/2012
GU,"WRENCH,OPEN END    ",5120014288743,3,13.54, $40.62 ,04/10/2011
IL,"WRENCH,OPEN END    ",5120002034801,2, 20.07 , $40.14 ,06/06/2012
CA,"WRENCH,OPEN END    ",5120002778300,3, 13.34 , $40.02 ,28/03/2012
AL,"WRENCH,OPEN END    ",5120002932134,5, 7.77 , $38.85 ,30/05/2012
GA,"WRENCH,OPEN END    ",5120002771245,1, 35.96 , $35.96 ,09/03/2012
AL,"WRENCH,OPEN END    ",5120002778310,9, 3.98 , $35.82 ,18/05/2012
MI,"WRENCH,OPEN END    ",5120002771248,1, 33.54 , $33.54 ,20/06/2012
CO,"WRENCH,OPEN END    ",5120005410895,6, 5.56 , $33.36 ,24/01/2012
GU,"WRENCH,OPEN END    ",5120001877129,3,11.02, $33.06 ,04/10/2011
TN,"WRENCH,OPEN END    ",5120015899024,1, 33.02 , $33.02 ,21/06/2012
CA,"WRENCH,OPEN END    ",5120002034810,2, 15.11 , $30.22 ,22/06/2012
CO,"WRENCH,OPEN END    ",5120001877126,6, 5.00 , $30.00 ,24/01/2012
AL,"WRENCH,OPEN END    ",5120001877131,2, 14.38 , $28.76 ,18/05/2012
AL,"WRENCH,OPEN END    ",5120001877131,2, 14.38 , $28.76 ,23/05/2012
KY,"WRENCH,OPEN END    ",5120001877131,2, 14.38 , $28.76 ,01/06/2012
AL,"WRENCH,OPEN END    ",5120014307861,4, 6.76 , $27.04 ,21/05/2012
AL,"WRENCH,OPEN END    ",5120002777025,1, 27.00 , $27.00 ,21/05/2012
MI,"WRENCH,OPEN END    ",5120002778300,2, 13.34 , $26.68 ,28/03/2012
GA,"WRENCH,OPEN END    ",5120001877126,5, 5.00 , $25.00 ,05/04/2012
CO,"WRENCH,OPEN END    ",5120002774833,3, 7.81 , $23.43 ,16/02/2012
AL,"WRENCH,OPEN END    ",5120013738833,2, 11.12 , $22.24 ,18/05/2012
AL,"WRENCH,OPEN END    ",5120014307861,3, 6.76 , $20.28 ,05/06/2012
CO,"WRENCH,OPEN END    ",5120002773414,6, 3.25 , $19.50 ,24/01/2012
GA,"WRENCH,OPEN END    ",5120001877124,4, 4.67 , $18.68 ,14/01/2012
GA,"WRENCH,OPEN END    ",5120002932134,2, 7.86 , $15.72 ,18/01/2012
CO,"WRENCH,OPEN END    ",5120001877126,3, 5.00 , $15.00 ,16/02/2012
KY,"WRENCH,OPEN END    ",5120002034805,1, 14.60 , $14.60 ,16/02/2012
TN,"WRENCH,OPEN END    ",5120001877131,1, 14.38 , $14.38 ,21/06/2012
TN,"WRENCH,OPEN END    ",5120001877131,1, 14.38 , $14.38 ,21/06/2012
TN,"WRENCH,OPEN END    ",5120001877131,1, 14.38 , $14.38 ,21/06/2012
TN,"WRENCH,OPEN END    ",5120001877131,1, 14.38 , $14.38 ,21/06/2012
TN,"WRENCH,OPEN END    ",5120001877131,1, 14.38 , $14.38 ,21/06/2012
KY,"WRENCH,OPEN END    ",5120002034812,1, 14.24 , $14.24 ,16/02/2012
AL,"WRENCH,OPEN END    ",5120013352182,1,14.13, $14.13 ,02/12/2011
TN,"WRENCH,OPEN END    ",5120011115305,1, 12.71 , $12.71 ,21/06/2012
TN,"WRENCH,OPEN END    ",5120001877130,1, 12.64 , $12.64 ,21/06/2012
CA,"WRENCH,OPEN END    ",5120002772327,1, 11.23 , $11.23 ,01/08/2012
GA,"WRENCH,OPEN END    ",5120013352169,2, 4.94 , $9.88 ,18/01/2012
CO,"WRENCH,OPEN END    ",5120002773414,3, 3.25 , $9.75 ,16/02/2012
GA,"WRENCH,OPEN END    ",5120002772342,2, 4.13 , $8.26 ,18/01/2012
TN,"WRENCH,OPEN END    ",5120014307861,1, 6.76 , $6.76 ,21/06/2012
AL,"WRENCH,OPEN END    ",5120002931349,1, 3.82 , $3.82 ,21/05/2012
AL,"WRENCH,OPEN END    ",5120002931349,1, 3.82 , $3.82 ,05/06/2012
TN,"WRENCH,OPEN END    ",5120002931349,1, 3.82 , $3.82 ,21/06/2012
TN,"WRENCH,OPEN END    ",5120002931349,1, 3.82 , $3.82 ,21/06/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,30, 307.63 ," $9,228.90 ",23/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130008892134,40, 120.95 ," $4,838.00 ",23/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130014906444,10, 326.69 ," $3,266.90 ",05/04/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,9, 307.63 ," $2,768.67 ",23/01/2012
IN,"WRENCH,IMPACT,PNEUM",5130014283751,5, 407.86 ," $2,039.30 ",11/07/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,5, 307.63 ," $1,538.15 ",19/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,5, 307.63 ," $1,538.15 ",19/01/2012
AL,"WRENCH,IMPACT,PNEUM",5130014906444,4, 326.69 ," $1,306.76 ",02/05/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,10, 114.14 ," $1,141.40 ",12/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,10, 114.14 ," $1,141.40 ",05/04/2012
AL,"WRENCH,IMPACT,PNEUM",5130001841426,1, 1106.64 ," $1,106.64 ",03/05/2012
AL,"WRENCH,IMPACT,PNEUM",5130001841426,1, 1106.64 ," $1,106.64 ",12/07/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841426,1, 1106.64 ," $1,106.64 ",05/04/2012
DE,"WRENCH,IMPACT,PNEUM",5130005423230,1, 999.57 , $999.57 ,06/01/2012
NM,"WRENCH,IMPACT,PNEUM",5130001841427,3, 307.63 , $922.89 ,10/05/2012
AL,"WRENCH,IMPACT,PNEUM",5130001841427,2, 307.63 , $615.26 ,12/07/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,2, 307.63 , $615.26 ,05/04/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,2, 307.63 , $615.26 ,24/07/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,2, 307.63 , $615.26 ,06/08/2012
GA,"WRENCH,IMPACT,PNEUM",5130008892134,5, 120.95 , $604.75 ,19/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130008892134,5, 120.95 , $604.75 ,19/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,5, 114.14 , $570.70 ,19/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130014906444,1, 326.69 , $326.69 ,03/05/2012
AL,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,24/01/2012
AL,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,25/06/2012
AL,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,31/07/2012
CA,"WRENCH,IMPACT,PNEUM",5130001841427,1,307.63, $307.63 ,02/11/2011
CA,"WRENCH,IMPACT,PNEUM",5130001841427,1,307.63, $307.63 ,10/11/2011
DE,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,23/04/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,05/04/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,20/04/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,12/07/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,31/07/2012
GA,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,10/08/2012
IL,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,15/02/2012
MI,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,24/05/2012
NM,"WRENCH,IMPACT,PNEUM",5130001841427,1, 307.63 , $307.63 ,25/04/2012
TX,"WRENCH,IMPACT,PNEUM",5130001841427,1,307.63, $307.63 ,16/11/2011
OH,"WRENCH,IMPACT,PNEUM",5130013347693,2, 151.74 , $303.48 ,15/06/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,2, 114.14 , $228.28 ,04/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,2, 114.14 , $228.28 ,18/01/2012
KY,"WRENCH,IMPACT,PNEUM",5130002344879,2, 114.14 , $228.28 ,16/02/2012
AL,"WRENCH,IMPACT,PNEUM",5130002344879,2, 97.44 , $194.88 ,09/04/2012
TX,"WRENCH,IMPACT,PNEUM",5130002344879,2, 97.44 , $194.88 ,18/07/2012
TX,"WRENCH,IMPACT,PNEUM",5130002344879,2, 97.44 , $194.88 ,02/08/2012
TX,"WRENCH,IMPACT,PNEUM",5130002344879,2, 97.44 , $194.88 ,02/08/2012
IN,"WRENCH,IMPACT,PNEUM",5130013995750,1,148.71, $148.71 ,14/12/2011
GA,"WRENCH,IMPACT,PNEUM",5130008892134,1, 120.95 , $120.95 ,13/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130008892134,1, 120.95 , $120.95 ,19/01/2012
MI,"WRENCH,IMPACT,PNEUM",5130008892134,1, 120.95 , $120.95 ,21/03/2012
AL,"WRENCH,IMPACT,PNEUM",5130002344879,1, 114.14 , $114.14 ,04/01/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,1, 114.14 , $114.14 ,13/01/2012
IL,"WRENCH,IMPACT,PNEUM",5130002344879,1, 114.14 , $114.14 ,15/02/2012
IL,"WRENCH,IMPACT,PNEUM",5130002344879,1, 114.14 , $114.14 ,15/02/2012
MI,"WRENCH,IMPACT,PNEUM",5130002344879,1, 114.14 , $114.14 ,21/03/2012
AL,"WRENCH,IMPACT,PNEUM",5130002344879,1, 97.44 , $97.44 ,03/05/2012
GA,"WRENCH,IMPACT,PNEUM",5130002344879,1, 97.44 , $97.44 ,07/05/2012
AL,"WRENCH,IMPACT,PNEUM",5130013552094,1, 85.86 , $85.86 ,27/04/2012
IN,"WRENCH,IMPACT,PNEUM",5130013552094,1, 85.86 , $85.86 ,10/04/2012
WI,"WRENCH,IMPACT,HYDRA",5130013006052,4,2856.00," $11,424.00 ",31/10/2011
WI,"WRENCH,IMPACT,HYDRA",5130013006052,1,2856.00," $2,856.00 ",31/10/2011
WI,"WRENCH,IMPACT,HYDRA",5130013006052,1,2856.00," $2,856.00 ",02/12/2011
GA,"WRENCH,IMPACT,HYDRA",5130011816991,1, 2846.82 ," $2,846.82 ",19/01/2012
AL,"WRENCH,IMPACT,HYDRA",5130007902284,1,2112.00," $2,112.00 ",07/12/2011
AL,"WRENCH,IMPACT,HYDRA",5130007902284,1,2112.00," $2,112.00 ",14/12/2011
IN,"WRENCH,IMPACT,HYDRA",5130013556271,1,1780.00," $1,780.00 ",15/12/2011
AZ,"WRENCH,IMPACT,ELECT",5130010876840,4, 1106.64 ," $4,426.56 ",30/04/2012
AL,"WRENCH,IMPACT,ELECT",5130015366492,3, 1173.00 ," $3,519.00 ",31/07/2012
AL,"WRENCH,IMPACT,ELECT",5130010876840,3, 1106.64 ," $3,319.92 ",17/03/2012
SC,"WRENCH,IMPACT,ELECT",5130010876840,3, 1106.64 ," $3,319.92 ",26/04/2012
NM,"WRENCH,IMPACT,ELECT",5130013096589,4, 765.00 ," $3,060.00 ",05/06/2012
AL,"WRENCH,IMPACT,ELECT",5130013630964,2, 1220.00 ," $2,440.00 ",22/02/2012
GA,"WRENCH,IMPACT,ELECT",5130015366492,2, 1173.00 ," $2,346.00 ",10/08/2012
AL,"WRENCH,IMPACT,ELECT",5130010876840,2, 1106.64 ," $2,213.28 ",25/06/2012
AZ,"WRENCH,IMPACT,ELECT",5130010876840,2, 1106.64 ," $2,213.28 ",13/03/2012
DE,"WRENCH,IMPACT,ELECT",5130010876840,2, 1106.64 ," $2,213.28 ",28/03/2012
GA,"WRENCH,IMPACT,ELECT",5130010876840,2, 1106.64 ," $2,213.28 ",29/03/2012
IN,"WRENCH,IMPACT,ELECT",5130010876840,2,1106.64," $2,213.28 ",29/12/2011
KY,"WRENCH,IMPACT,ELECT",5130010876840,2, 1106.64 ," $2,213.28 ",05/01/2012
TX,"WRENCH,IMPACT,ELECT",5130010876840,2,1106.64," $2,213.28 ",03/11/2011
TX,"WRENCH,IMPACT,ELECT",5130010876840,2, 1106.64 ," $2,213.28 ",28/03/2012
GA,"WRENCH,IMPACT,ELECT",5130015450769,7, 305.43 ," $2,138.01 ",05/04/2012
GA,"WRENCH,IMPACT,ELECT",5130015351217,6, 269.49 ," $1,616.94 ",14/01/2012
GA,"WRENCH,IMPACT,ELECT",5130015366492,1,1173.00," $1,173.00 ",20/12/2011
IN,"WRENCH,IMPACT,ELECT",5130015366492,1, 1173.00 ," $1,173.00 ",10/04/2012
TX,"WRENCH,IMPACT,ELECT",5130015366492,1,1173.00," $1,173.00 ",22/11/2011
AL,"WRENCH,IMPACT,ELECT",5130010876840,1,1170.24," $1,170.24 ",05/10/2011
AL,"WRENCH,IMPACT,ELECT",5130010876840,1,1170.24," $1,170.24 ",02/11/2011
GA,"WRENCH,IMPACT,ELECT",5130010876840,1,1170.24," $1,170.24 ",17/10/2011
OH,"WRENCH,IMPACT,ELECT",5130010876840,1,1170.24," $1,170.24 ",18/10/2011
AL,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",24/03/2012
AL,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",12/07/2012
AR,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",30/03/2012
CA,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",21/03/2012
DE,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",28/03/2012
IL,"WRENCH,IMPACT,ELECT",5130010876840,1,1106.64," $1,106.64 ",28/12/2011
IL,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",15/02/2012
IN,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",12/01/2012
IN,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",30/03/2012
KY,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",11/07/2012
MI,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",21/03/2012
MT,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",25/01/2012
NM,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",27/01/2012
NM,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",27/01/2012
NM,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",29/03/2012
OH,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",05/03/2012
OH,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",03/08/2012
PR,"WRENCH,IMPACT,ELECT",5130010876840,1,1106.64," $1,106.64 ",27/10/2011
PR,"WRENCH,IMPACT,ELECT",5130010876840,1,1106.64," $1,106.64 ",27/10/2011
TX,"WRENCH,IMPACT,ELECT",5130010876840,1,1106.64," $1,106.64 ",01/12/2011
TX,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",06/01/2012
WV,"WRENCH,IMPACT,ELECT",5130010876840,1, 1106.64 ," $1,106.64 ",24/02/2012
OH,"WRENCH,IMPACT,ELECT",5130002210607,2,530.88," $1,061.76 ",06/10/2011
AL,"WRENCH,IMPACT,ELECT",5130002210607,2,501.12," $1,002.24 ",12/12/2011
TX,"WRENCH,IMPACT,ELECT",5130015351217,3, 269.49 , $808.47 ,23/05/2012
AL,"WRENCH,IMPACT,ELECT",5130013096589,1, 765.00 , $765.00 ,02/08/2012
KY,"WRENCH,IMPACT,ELECT",5130013096589,1, 765.00 , $765.00 ,21/03/2012
MI,"WRENCH,IMPACT,ELECT",5130013096589,1, 765.00 , $765.00 ,13/06/2012
AL,"WRENCH,IMPACT,ELECT",5130013278173,4, 152.00 , $608.00 ,02/05/2012
AL,"WRENCH,IMPACT,ELECT",5130015351217,2, 269.49 , $538.98 ,04/01/2012
GA,"WRENCH,IMPACT,ELECT",5130013632560,2, 264.16 , $528.32 ,02/05/2012
AR,"WRENCH,IMPACT,ELECT",5130002210607,1, 501.12 , $501.12 ,29/05/2012
AR,"WRENCH,IMPACT,ELECT",5130002210607,1, 501.12 , $501.12 ,29/05/2012
GA,"WRENCH,IMPACT,ELECT",5130013278173,2, 152.00 , $304.00 ,13/04/2012
GA,"WRENCH,IMPACT,ELECT",5130013278173,2, 152.00 , $304.00 ,01/06/2012
AL,"WRENCH,IMPACT,ELECT",5130013632560,1, 264.16 , $264.16 ,03/05/2012
GA,"WRENCH,IMPACT,ELECT",5130014542838,1, 214.09 , $214.09 ,20/01/2012
CA,"WRENCH,EXTENSION,RE",1005010814835,18, 10.15 , $182.70 ,16/08/2012
AL,"WRENCH,DOUBLE BOX E",5120003127168,4, 54.67 , $218.68 ,26/04/2012
TX,"WRENCH,BUNG        ",5120002444389,1, 77.81 , $77.81 ,01/02/2012
TX,"WRENCH,BOX AND OPEN",5120011136294,100, 26.38 ," $2,638.00 ",10/08/2012
TX,"WRENCH,BOX AND OPEN",5120010547131,300, 7.24 ," $2,172.00 ",10/08/2012
TX,"WRENCH,BOX AND OPEN",5120010547136,261, 7.24 ," $1,889.64 ",10/08/2012
TX,"WRENCH,BOX AND OPEN",5120010547139,100, 11.73 ," $1,173.00 ",10/08/2012
TX,"WRENCH,BOX AND OPEN",5120002289508,201, 5.00 ," $1,005.00 ",10/08/2012
TX,"WRENCH,BOX AND OPEN",5120010547138,94, 9.53 , $895.82 ,10/08/2012
IN,"WRENCH,BOX AND OPEN",5120010547132,90, 8.00 , $720.00 ,18/01/2012
IN,"WRENCH,BOX AND OPEN",5120010547131,96, 7.37 , $707.52 ,18/01/2012
GA,"WRENCH,BOX AND OPEN",5120002289517,16, 42.09 , $673.44 ,25/02/2012
GA,"WRENCH,BOX AND OPEN",5120013351258,25, 22.32 , $558.00 ,14/01/2012
MI,"WRENCH,BOX AND OPEN",5120002289519,13, 40.07 , $520.91 ,28/03/2012
GA,"WRENCH,BOX AND OPEN",5120013351230,32, 15.14 , $484.48 ,14/01/2012
GA,"WRENCH,BOX AND OPEN",5120013351234,26, 15.98 , $415.48 ,12/01/2012
GA,"WRENCH,BOX AND OPEN",5120002778834,7, 54.56 , $381.92 ,25/02/2012
GA,"WRENCH,BOX AND OPEN",5120013351230,25, 15.14 , $378.50 ,12/01/2012
GU,"WRENCH,BOX AND OPEN",5120010547134,40, 9.19 , $367.60 ,20/01/2012
WI,"WRENCH,BOX AND OPEN",5120015651307,19,17.76, $337.44 ,21/12/2011
